id	lemma	pos	gender	anim	class	stress	stems	overrides	variants	src	note
аграваевъ.a	а҆грава́евъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
агріпповъ.a	а҆грі́пповъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
агіаевъ.a	а҆гіа́евъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
ададовъ.a	а҆да́довъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
адаевъ.a	а҆да́евъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
адаинъ.a	а҆да́инъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
адаманскій.a	а҆дама́нскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
адамантиный.a	а҆даманти́ный	a	-	-	A1t	a	-	-	-	P:A1t	-
адамантный.a	а҆дама́нтный	a	-	-	A1t*	a	-	-	-	P:A1t*	-
адамантовый.a	а҆дама́нтовый	a	-	-	A1t	a	-	-	-	P:A1t	-
адамантскій.a	а҆дама́нтскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
адаминь.a	а҆дами́нь	a	-	-	A2j	a	-	-	-	P:A2j	poss
адамль.a	а҆да́мль	a	-	-	A2j	a	-	-	-	P:A2j	poss
адамовъ.a	а҆да́мовъ	a	-	-	A2t	a	-	-	short.pos.m.pl.nom=а҆да́мовы×5;short.pos.f.sg.nom=а҆да́мѡвы×7	P:A2t	poss
адамскій.a	а҆да́мскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
адасань.a	а҆даса́нь	a	-	-	A2j	a	-	-	-	P:A2j	poss
адаіевъ.a	а҆даі́евъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
аддинъ.a	а҆́ддинъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
аддіевъ.a	а҆дді́евъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
аддѡвъ.a	а҆́ддѡвъ	a	-	-	A2t	a{short.pos.m.sg.dat=L;short.pos.f.sg.acc=L;short.pos.n.sg.dat=L}	-	-	-	P:A2t	poss
аддꙋсовъ.a	а҆ддꙋ́совъ	a	-	-	A2t	a	-	short.pos.f.sg.nom=а҆ддꙋ́сѡвы	-	P:A2t	poss
адеринъ.a	а҆де́ринъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
адеровъ.a	а҆де́ровъ	a	-	-	A2t	a	-	-	short.pos.f.sg.nom=а҆де́рѡвы×1	P:A2t	poss
адерскій.a	а҆де́рскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
адинъ.a	а҆ди́нъ	a	-	-	A2t	a{short.pos.m.pl.nom=0;short.pos.f.sg.nom=0}	-	short.pos.m.pl.nom=а҆́дины;short.pos.m.pl.gen=а҆ді́ныхъ;short.pos.m.pl.loc=а҆ді́ныхъ;short.pos.f.sg.nom=а҆́дины;short.pos.f.pl.gen=а҆ді́ныхъ;short.pos.f.pl.loc=а҆ді́ныхъ;short.pos.n.pl.gen=а҆ді́ныхъ;short.pos.n.pl.loc=а҆ді́ныхъ	-	P:A2t	poss
адинъ.a.2	а҆́динъ	a	-	-	A2t	a{short.pos.m.pl.acc=L;short.pos.m.pl.ins=L;short.pos.f.pl.nom=L;short.pos.f.pl.acc=L;short.pos.f.pl.ins=L;short.pos.n.pl.ins=L}	-	-	-	P:A2t	poss
адміралтейскій.a	а҆дміралте́йскій	a	-	-	A1sk	a	-	long.pos.m.sg.loc=а҆дміралте́йскомъ;long.pos.n.sg.loc=а҆дміралте́йскомъ	-	P:A1k	-
адовъ.a	а҆́довъ	a	-	-	A2t	a	-	short.pos.m.sg.ins=а҆́дѡвымъ;short.pos.m.pl.ins=а҆́довыми;short.pos.f.pl.ins=а҆́довыми;short.pos.n.sg.ins=а҆́дѡвымъ;short.pos.n.pl.ins=а҆́довыми	short.pos.m.sg.gen=а҆́дѡва×82;short.pos.m.sg.acc=а҆́дѡва×82;short.pos.m.pl.nom=а҆́довы×27;short.pos.f.sg.nom=а҆́дѡва×82|а҆́дѡвы×49;short.pos.n.sg.gen=а҆́дѡва×82	P:A2t	poss
адраазаровъ.a	а҆драаза́ровъ	a	-	-	A2t	a	-	short.pos.f.sg.nom=а҆драаза́рѡвы	short.pos.m.pl.nom=а҆драаза́ровы×2	P:A2t	poss
адрамѵтскій.a	а҆драмѵ́тскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
адріатскій.a	а҆дріа́тскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
адскій.a	а҆́дскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
адідовъ.a	а҆ді́довъ	a	-	-	A2t	a	-	short.pos.f.sg.nom=а҆ді́дѡвы	-	P:A2t	poss
адіевъ.a	а҆ді́евъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
адінь.a	а҆ді́нь	a	-	-	A2j	a	-	-	-	P:A2j	poss
адінꙋевъ.a	а҆дінꙋ́евъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
адѡніевъ.a	а҆дѡ́ніевъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
адѡнікамль.a	а҆дѡніка́мль	a	-	-	A2j	a	-	-	-	P:A2j	poss
адѡнікамовъ.a	а҆дѡніка́мовъ	a	-	-	A2t	a	-	short.pos.f.sg.nom=а҆дѡніка́мѡвы	-	P:A2t	poss
адѡрскій.a	а҆дѡ́рскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
адꙋилевъ.a	а҆дꙋи́левъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
аермѡнскій.a	а҆ермѡ́нскій	a	-	-	A1sk	a	-	short.pos.f.sg.nom=а҆ермѡ́нски	-	P:A1k	-
азаилевъ.a	а҆заи́левъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
азаиль.a	а҆заи́ль	a	-	-	A2j	a	-	-	-	P:A2j	poss
азамѡѳовъ.a	а҆замѡ́ѳовъ	a	-	-	A2t	a	-	short.pos.f.sg.nom=а҆замѡ́ѳѡвы	-	P:A2t	poss
азаріевъ.a	а҆за́ріевъ	a	-	-	A2t	a{short.pos.m.sg.gen=2;short.pos.m.sg.acc=2;short.pos.f.sg.nom=2;short.pos.n.sg.gen=2}	-	-	-	P:A2t	poss
азаріинъ.a	а҆зарі́инъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
азбꙋчный.a	а҆́збꙋчный	a	-	-	A1t*	a	-	-	-	P:A1t*	-
азгадовъ.a	а҆зга́довъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
азенинъ.a	а҆зе́нинъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
азитасовъ.a	а҆зита́совъ	a	-	-	A2t	a	-	short.pos.f.sg.nom=а҆зита́сѡвы	-	P:A2t	poss
азмѡѳовъ.a	а҆змѡ́ѳовъ	a	-	-	A2t	a	-	short.pos.f.sg.nom=а҆змѡ́ѳѡвы	-	P:A2t	poss
азіилевъ.a	а҆зіи́левъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
азѡковъ.a	а҆зѡ́ковъ	a	-	-	A2t	a	-	short.pos.f.sg.nom=а҆зѡ́кѡвы	-	P:A2t	poss
азѡровъ.a	а҆зѡ́ровъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
азѡтскій.a	а҆зѡ́тскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
азꙋзовъ.a	а҆зꙋ́зовъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
азꙋрановъ.a	а҆зꙋра́новъ	a	-	-	A2t	a	-	short.pos.f.sg.nom=а҆зꙋра́нѡвы	-	P:A2t	poss
акатань.a	а҆ката́нь	a	-	-	A2j	a	-	-	-	P:A2j	poss
акаѳістовъ.a	а҆ка́ѳістовъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
аккарѡнскій.a	а҆ккарѡ́нскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
аккѡсовъ.a	а҆ккѡ́совъ	a	-	-	A2t	a	-	-	short.pos.f.sg.nom=а҆ккѡ́сѡвы×2	P:A2t	poss
аккꙋвовъ.a	а҆ккꙋ́вовъ	a	-	-	A2t	a	-	short.pos.f.sg.nom=а҆ккꙋ́вѡвы	-	P:A2t	poss
аккꙋсовъ.a	а҆ккꙋ́совъ	a	-	-	A2t	a	-	short.pos.f.sg.nom=а҆ккꙋ́сѡвы	-	P:A2t	poss
акравінь.a	а҆краві́нь	a	-	-	A2j	a	-	-	-	P:A2j	poss
акрагантійскій.a	а҆краганті́йскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
акіфаевъ.a	а҆кіфа́евъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
акіѳѡновъ.a	а҆кіѳѡ́новъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
акꙋаевъ.a	а҆кꙋа́евъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
акꙋвовъ.a	а҆кꙋ́вовъ	a	-	-	A2t	a	-	short.pos.f.sg.nom=а҆кꙋ́вѡвы	-	P:A2t	poss
акꙋфаевъ.a	а҆кꙋфа́евъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
албазинскій.a	а҆лбази́нскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
алеѯандровскій.a	а҆леѯа́ндровскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
алеѯандровъ.a	а҆леѯа́ндровъ	a	-	-	A2t	a	-	short.pos.f.sg.dat=а҆леѯа́ндровой;short.pos.f.sg.loc=а҆леѯа́ндровой	-	P:A2t	poss
алеѯандрскій.a	а҆леѯа́ндрскій	a	-	-	A1sk	a	-	long.pos.m.sg.gen=а҆леѯа́ндрьскагѡ;long.pos.n.sg.gen=а҆леѯа́ндрьскагѡ	-	P:A1k	-
алеѯандрійскій.a	а҆леѯандрі́йскій	a	-	-	A1sk	a	-	long.pos.m.sg.acc=а҆леѯандрі́йскаго	-	P:A1k	-
алеѯеевскій.a	а҆леѯе́евскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
алеѯіевскій.a	а҆леѯі́евскій	a	-	-	A1sk	a	-	long.pos.m.sg.loc=а҆леѯі́евскомъ;long.pos.n.sg.loc=а҆леѯі́евскомъ	-	P:A1k	-
алеꙋтскій.a	а҆леꙋ́тскій	a	-	-	A1sk	a	-	long.pos.m.sg.acc=а҆леꙋ́тскаго	-	P:A1k	-
алкательный.a	а҆лка́тельный	a	-	-	A1t*	a	ins=алкателен	-	-	P:A1t*	-
аллилинъ.a	а҆лли́линъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
аллѡисовъ.a	а҆ллѡи́совъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
аллѡмовъ.a	а҆ллѡ́мовъ	a	-	-	A2t	a	-	short.pos.f.sg.nom=а҆ллѡ́мѡвы	-	P:A2t	poss
аллѡнинъ.a	а҆ллѡ́нинъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
алойный.a	а҆ло́йный	a	-	-	A1t*	a	-	-	-	P:A1t*	-
алтайскій.a	а҆лта́йскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
алфеевъ.a	а҆лфе́евъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
алфенійскій.a	а҆лфені́йскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
алфеовъ.a	а҆лфе́овъ	a	-	-	A2t	a	-	-	short.pos.m.sg.gen=а҆лфе́ева×7;short.pos.m.sg.acc=а҆лфе́ева×7;short.pos.f.sg.nom=а҆лфе́ева×7;short.pos.n.sg.gen=а҆лфе́ева×7	P:A2t	poss
алчный.a	а҆́лчный	a	-	-	A1t*	a	-	-	-	P:A1t*	adv P:1
алѡнь.a	а҆лѡ́нь	a	-	-	A2j	a	-	-	-	P:A2j	poss
алѡнітскій.a	а҆лѡні́тскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
алѧскинскій.a	а҆лѧ́скинскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
алѵпіевъ.a	а҆лѵ́піевъ	a	-	-	A2t	a	-	short.pos.m.pl.nom=а҆лѵ́пїевы;short.pos.f.sg.nom=а҆лѵ́пїевы	-	P:A2t	poss
амадаѳовъ.a	а҆мада́ѳовъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амадаѳꙋевъ.a	а҆мадаѳꙋ́евъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амадаѳꙋинъ.a	а҆мадаѳꙋ́инъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амаликовъ.a	а҆мали́ковъ	a	-	-	A2t	a	-	-	short.pos.f.sg.nom=а҆мали́кѡвы×2	P:A2t	poss
амалѳеевъ.a	а҆малѳе́евъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амановъ.a	а҆ма́новъ	a	-	-	A2t	a	-	short.pos.m.pl.nom=а҆ма́новы	short.pos.m.sg.gen=а҆ма́нѡва×1;short.pos.m.sg.acc=а҆ма́нѡва×1;short.pos.f.sg.nom=а҆ма́нѡва×1;short.pos.n.sg.gen=а҆ма́нѡва×1	P:A2t	poss
аманіинъ.a	а҆мані́инъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
аманітскій.a	а҆мані́тскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
амаріевъ.a	а҆марі́евъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амасовъ.a	а҆ма́совъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амасіевъ.a	а҆масі́евъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амасіинъ.a	а҆масі́инъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амасійскій.a	а҆масі́йскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
амаѳіинъ.a	а҆маѳі́инъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амаѳітский.a	а҆маѳі́тский	a	-	-	A1sk	a	-	-	-	P:A1k	-
амаѳꙋнтскій.a	а҆маѳꙋ́нтскій	a	-	-	A1sk	a	-	-	long.pos.m.sg.gen=а҆мафꙋ́нтскагѡ×1;long.pos.n.sg.gen=а҆мафꙋ́нтскагѡ×1	P:A1k	-
амврамль.a	а҆мвра́мль	a	-	-	A2j	a	-	-	-	P:A2j	poss
амврамовъ.a	а҆мвра́мовъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амвраімовъ.a	а҆мвраі́мовъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амвросіевъ.a	а҆мвро́сіевъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амвріевъ.a	а҆мврі́евъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амвріинъ.a	а҆мврі́инъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амелимль.a	а҆мели́мль	a	-	-	A2j	a	-	-	-	P:A2j	poss
американскій.a	а҆мерика́нскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
амеріевъ.a	а҆мері́евъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амессаевъ.a	а҆месса́евъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амессіевъ.a	а҆мессі́евъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амессіинъ.a	а҆мессі́инъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амидіевъ.a	а҆миді́евъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
аммановъ.a	а҆мма́новъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
аммань.a	а҆мма́нь	a	-	-	A2j	a	-	-	-	P:A2j	poss
амманітскій.a	а҆ммані́тскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
аммаховъ.a	а҆мма́ховъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амморрейскій.a	а҆мморре́йскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
аммѡновъ.a	а҆ммѡ́новъ	a	-	-	A2t	a	-	short.pos.m.pl.nom=а҆ммѡ́новы;short.pos.m.pl.ins=а҆ммѡ́новыми;short.pos.f.sg.nom=а҆ммѡ́новы;short.pos.f.pl.ins=а҆ммѡ́новыми;short.pos.n.pl.ins=а҆ммѡ́новыми	-	P:A2t	poss
аммѡнь.a	а҆ммѡ́нь	a	-	-	A2j	a	-	-	-	P:A2j	poss
аммѡніинъ.a	а҆ммѡні́инъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
аммѡнітскій.a	а҆ммѡні́тскій	a	-	-	A1sk	a	-	-	-	P:A1k	-
амнѡнь.a	а҆мнѡ́нь	a	-	-	A2j	a	-	-	-	P:A2j	poss
аморрейскій.a	а҆морре́йскій	a	-	-	A1sk	a	-	-	short.pos.f.sg.nom=а҆морре́йски×3	P:A1k	-
аморіинъ.a	а҆морі́инъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амрамль.a	а҆мра́мль	a	-	-	A2j	a	-	-	-	P:A2j	poss
аміиловъ.a	а҆міи́ловъ	a	-	-	A2t	a	-	short.pos.m.pl.nom=а҆мїи́ловы;short.pos.f.sg.nom=а҆мїи́ловы	-	P:A2t	poss
аміиль.a	а҆міи́ль	a	-	-	A2j	a	-	-	-	P:A2j	poss
амінадавль.a	а҆мінада́вль	a	-	-	A2j	a	-	-	-	P:A2j	poss
амінадавовъ.a	а҆мінада́вовъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амісадаевъ.a	а҆місада́евъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амісадаинъ.a	а҆місада́инъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амісовъ.a	а҆мі́совъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
аміталь.a	а҆міта́ль	a	-	-	A2j	a	-	-	-	P:A2j	poss
амітовъ.a	а҆міто́въ	a	-	-	A2t	a	-	-	-	P:A2t	poss
аміѡѳовъ.a	а҆міѡ́ѳовъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
аміꙋдовъ.a	а҆міꙋ́довъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
амѡнь.a	а҆мѡ́нь	a	-	-	A2j	a	-	-	-	P:A2j	poss
амѡсовъ.a	а҆мѡ́совъ	a	-	-	A2t	a	-	-	short.pos.m.sg.gen=а҆мѡ́сѡва×1;short.pos.m.sg.acc=а҆мѡ́сѡва×1;short.pos.f.sg.nom=а҆мѡ́сѡва×1;short.pos.n.sg.gen=а҆мѡ́сѡва×1	P:A2t	poss
анаасовъ.a	а҆наа́совъ	a	-	-	A2t	a	-	short.pos.f.sg.nom=а҆наа́сѡвы	-	P:A2t	poss
анамеилевъ.a	а҆намеи́левъ	a	-	-	A2t	a	-	-	-	P:A2t	poss
анамеиль.a	а҆намеи́ль	a	-	-	A2j	a	-	-	-	P:A2j	poss
анановъ.a	а҆на́новъ	a	-	-	A2t	a	-	short.pos.f.sg.nom=а҆на́нѡвы	-	P:A2t	poss
анань.a	а҆на́нь	a	-	-	A2j	a	-	-	-	P:A2j	poss
ананіевъ.a	а҆на́ніевъ	a	-	-	A2t	a{short.pos.m.sg.gen=2;short.pos.m.sg.acc=2;short.pos.m.pl.acc=2;short.pos.m.pl.ins=2;short.pos.f.sg.nom=2;short.pos.f.pl.nom=2;short.pos.f.pl.acc=2;short.pos.f.pl.ins=2;short.pos.n.sg.gen=2;short.pos.n.pl.ins=2}	-	-	-	P:A2t	poss
ананіилевъ.a	а҆на́ніилевъ	a	-	-	A2t	a{short.pos.m.sg.gen=3;short.pos.m.sg.acc=3;short.pos.f.sg.nom=3;short.pos.n.sg.gen=3}	-	-	-	P:A2t	poss
ананіинъ.a	а҆нані́инъ	a	-	-	A2t	a{short.pos.m.sg.nom=1;short.pos.m.sg.loc=1;short.pos.f.sg.dat=1;short.pos.f.sg.loc=1;short.pos.n.sg.loc=1}	-	-	short.pos.m.sg.nom=а҆нані́инъ×1;short.pos.m.sg.gen=а҆на́нїина×1;short.pos.m.sg.acc=а҆на́нїина×1|а҆на́нїинъ×1;short.pos.f.sg.nom=а҆на́нїина×1;short.pos.n.sg.gen=а҆на́нїина×1	P:A2t	poss
анатоліевъ.a	а҆нато́ліевъ	a	-	-	A2t	a	-	short.pos.m.pl.nom=а҆натѡ́лїевы;short.pos.f.sg.nom=а҆натѡ́лїевы	short.pos.m.sg.nom=а҆натѡ́лїевъ×1;short.pos.m.sg.acc=а҆натѡ́лїевъ×1;short.pos.m.pl.nom=а҆нато́лїевы×13	P:A2t	poss
анафорный.a	а҆нафо́рный	a	-	-	A1t*	a	-	-	-	P:A1t*	-
