packet_id	decision	realized_unique_tokens	blocker	review_note
v07-exact-e29943e9075967b2	rejected	0	target-context-semantic-identity-mismatch	Corrective review found Rom.2.7 uses чести as genitive singular honour, not dative singular part or piece.
v07-exact-97b5979567b74f46	rejected	0	target-context-semantic-identity-mismatch	Corrective review found Rom.2.7 uses чести as genitive singular honour, not accusative plural part or piece.
v07-exact-a8513da5b4bd7a1d	rejected	0	inflected-form-is-not-a-lexical-identity	Corrective review found господине is the vocative singular of the existing господинъ identity, not a separate runtime lexeme.
v07-exact-02290973bd3be5df	rejected	0	target-context-part-of-speech-mismatch	Corrective review found Jerem.30.8 uses выи as the noun neck, not the second-person plural pronoun.
v07-exact-d7096f6a26f3e7a8	rejected	0	target-context-part-of-speech-mismatch	Corrective review found Jerem.30.8 uses выи as the noun neck, not the second-person plural pronoun.
v07-exact-67330d9b4381782e	rejected	0	target-context-semantic-identity-mismatch	Corrective review found Apoc.19.20 ꙗтъ is a passive verbal form meaning seized, not genitive plural food.
v07-exact-cf6caa915c151ca5	rejected	0	target-context-cell-mismatch	Corrective review found Apoc.19.20 ꙗтъ is a short past passive participle, not an aorist.
v07-exact-87dbd1ecfdca3b89	rejected	0	target-context-part-of-speech-mismatch	Corrective review found Dan.3.21 uses пещи as the noun furnace, not a lexical form of the verb bake or care.
v07-exact-9cbca02283cd3875	rejected	0	target-context-part-of-speech-mismatch	Corrective review found I_Macc.13.37 uses готови as a predicative plural adjective, not an imperative verb.
v07-exact-569053785c81b7fc	rejected	0	target-context-cell-mismatch	Corrective review found Jerem.20.15 Про́клѧтъ permits the adjective and short past passive participle analyses, but not an aorist analysis.
v07-exact-e58816b5cc4e3263	rejected	0	target-context-part-of-speech-mismatch	Corrective review found Mk.14.23 uses хвалꙋ as the accusative singular noun praise, not a first-person present verb.
