evidence_id	candidate_id	source_id	citation	decision	target_recension	review_note
v07-source-023b6b73faae0ecc	synodal:candidate:dfcdb5a32f1524b3182a1919	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-02698315a4630233	synodal:candidate:0484353b01a77817844fdb87	english-wiktionary-ocs-kaikki-2026-08-07	очесъ	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0294796ee8916628	synodal:candidate:d123ea7b438ca4c2aea3b1e4	syntacticus-20230428	sergrad.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-02eec54aef27f786	synodal:candidate:d73124d2a23819022cca245a	syntacticus-20230428	afnik.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-02eede82fc55bde0	synodal:candidate:613408116499dab5329c1fbf	syntacticus-20230428	afnik.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-02f0be70dadb50ab	synodal:candidate:7233bdbd0a44f57a0c64bfac	english-wiktionary-ocs-kaikki-2026-08-07	мѫдрость	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-031403f772200268	synodal:candidate:299e90fff868bccd97c92fb5	syntacticus-20230428	nov-sin.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-035735d022f70336	synodal:candidate:816fb16f1cb04752553a5b3d	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-036582bb3bf024a1	synodal:candidate:a305f05173876bbcdcb69741	syntacticus-20230428	usp-sbor.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-03681771b1c2ed0a	synodal:candidate:f9bfcc73a49ee50541ecb571	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-03b4bb02eb9ed315	synodal:candidate:9aaebf60abb232c4fd4b82cc	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-03d873ac4a8b26f2	synodal:candidate:f7225ea3058b30689817cc74	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-03ea552b33fdc603	synodal:candidate:8028496551db879d151f692b	syntacticus-20230428	vit-const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0407d542a9a8ba44	synodal:candidate:e696e1ac9a68ae544529d6e9	syntacticus-20230428	psal-sin.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-046279de78ab0c6d	synodal:candidate:412ac9c807ee4a3d25eb3209	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-04790a327b66cf53	synodal:candidate:c757f4511d2b1dc7e0d11bdd	syntacticus-20230428	afnik.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-049d0093cb74a620	synodal:candidate:0484353b01a77817844fdb87	english-wiktionary-ocs-kaikki-2026-08-07	очесъ	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-04d215f6aa10c835	synodal:candidate:f980cf9555eaf19baaffa645	syntacticus-20230428	afnik.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-04da2c1db190e619	synodal:candidate:88abef3b5e70b8a1a6a083f1	english-wiktionary-ocs-kaikki-2026-08-07	срамота	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-04e59686b710a309	synodal:candidate:b74da87599cae58a56c9c2bf	syntacticus-20230428	const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-04e61b017704eaf1	synodal:candidate:4f728c7bcf323d2cd8087f1c	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-04f1bce0e1aa73b8	synodal:candidate:db21ca9b44a7b45c4b05058a	syntacticus-20230428	supr.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0537614d3a448ecb	synodal:candidate:0bf8dd5dba56973645367c2e	english-wiktionary-ocs-kaikki-2026-08-07	оно	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-05a38a0ab1d307b7	synodal:candidate:4db2455c1f3f6057d3dd898b	english-wiktionary-ocs-kaikki-2026-08-07	вождь	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-05d3b68f08a29041	synodal:candidate:3c8b05d484b5210bcae72d4b	syntacticus-20230428	afnik.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-063dd9a61bd49eed	synodal:candidate:159a0332fcf1101c3ed70642	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-06b91d8efe78b087	synodal:candidate:776662ef739ba38126a3148b	english-wiktionary-ocs-kaikki-2026-08-07	ложе	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-06d9a353254925fb	synodal:candidate:59e8d6de56c862d062debe5e	syntacticus-20230428	supr.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-06f8ed6eef03c66f	synodal:candidate:0ce3c57ea5732c95e6c01b47	syntacticus-20230428	psal-sin.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0816b84fac69f079	synodal:candidate:2aea7711db56472aa8863435	syntacticus-20230428	vit-const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0818cc678211c5d4	synodal:candidate:429e73321d58d233a0204030	syntacticus-20230428	afnik.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-08fa661f2ce89856	synodal:candidate:9d97cdbf83caa72fe4e05f82	syntacticus-20230428	sergrad.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-09089e3a864a0103	synodal:candidate:66c1248b9c23d1a28d34900a	english-wiktionary-ocs-kaikki-2026-08-07	вещь	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0965ab9b73d69257	synodal:candidate:481e50eb0194878fc685c6a1	syntacticus-20230428	drac.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-09caa949d8d773cf	synodal:candidate:3d13abcda7f5ccaa1f4dbd0d	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0a853fee612106b9	synodal:candidate:ce74a8a6bbaf9e960206d3b5	syntacticus-20230428	const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0ac2ee831edfbe61	synodal:candidate:af64a1fb4d1179f81223dbed	syntacticus-20230428	sergrad.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0b47472ab83c202b	synodal:candidate:1e6711a25329d50b43e41ca5	syntacticus-20230428	stefan.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0b662b2a4a81d192	synodal:candidate:0f94562d5938143c66ea70e3	syntacticus-20230428	sergrad.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0ba842ebcf63f4b8	synodal:candidate:40e10cc11caf57b5fd5722b2	syntacticus-20230428	psal-sin.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0bd19bd149efd4d0	synodal:candidate:fefe9cfba55a9696cb9044b4	syntacticus-20230428	const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0c18556f6d83870c	synodal:candidate:bbc47f9a789460ce8cbc149d	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0c52e0c82c2a9eb2	synodal:candidate:6a6444442059eed2d8c9abd7	syntacticus-20230428	psal-sin.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0c6873e11691b238	synodal:candidate:f93c3f591bd347573ff78122	syntacticus-20230428	psal-sin.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0c897a77c18884f2	synodal:candidate:bd4f02ec87fa7f6f024afe55	syntacticus-20230428	supr.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0cb299bdb5d29a0a	synodal:candidate:ab6bbf08300576a0ba99e6fb	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0d3ae3fca576cff5	synodal:candidate:833afd91dedab97850211715	english-wiktionary-ocs-kaikki-2026-08-07	родъ	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0d70f136af4bd527	synodal:candidate:396fed6552d0281366452723	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0d8c40a6311064ae	synodal:candidate:73d6c49efc3a4648e45f8040	syntacticus-20230428	psal-sin.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0e41f60df6cbd93b	synodal:candidate:86f145386c3a1afbcd7686b9	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0e94109e41718bb9	synodal:candidate:bffc495fa2b66b530cdcce8b	syntacticus-20230428	vit-const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0eb1b4e5e91a2c82	synodal:candidate:5c3a4df367af8d85e3f040c1	english-wiktionary-ocs-kaikki-2026-08-07	мꙑсль	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0ecbd0cfc1e2b049	synodal:candidate:50dbc4c043d07191bb698d9a	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0ee89263fef41492	synodal:candidate:0c1f62d7e1ee9c0b254e6cdc	syntacticus-20230428	chrabr.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0f2d32929ae3a247	synodal:candidate:1f7305a8470b5e1dbd22f639	syntacticus-20230428	zogr.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0f2e4f4497985f9f	synodal:candidate:00635f9b86c5cd55ca0d4cfa	syntacticus-20230428	psal-sin.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0fa76c5e17cbc914	synodal:candidate:6424ceebca20819c738b80ee	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-0fe8640f48765820	synodal:candidate:e47111e943ecb47f9933666d	syntacticus-20230428	afnik.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-1028310cda4872eb	synodal:candidate:9659686ec577f29282a09216	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-102f1924ae6631f1	synodal:candidate:2197823c2cc495b896c06143	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-104c7bc6226a0014	synodal:candidate:5cc903a5e412ac33cede329e	english-wiktionary-ocs-kaikki-2026-08-07	ꙗрость	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-10a2f21b9f7bb496	synodal:candidate:f03eb739d08c9df1c805ebf6	english-wiktionary-ocs-kaikki-2026-08-07	ѩзꙑкъ	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-114d2a6d93710f44	synodal:candidate:8764152384dc67f8cbcc63dd	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-115552e9e31dcacd	synodal:candidate:c622837cf216ec731e1ac78d	syntacticus-20230428	nov-sin.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-115fea022a54ccb1	synodal:candidate:776662ef739ba38126a3148b	english-wiktionary-ocs-kaikki-2026-08-07	ложе	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-122b7e62f0f540a4	synodal:candidate:ec8b373a22b9aabac3ea40fb	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-123905d5f49c5275	synodal:candidate:9e2f8756f69be59852a33653	english-wiktionary-ocs-kaikki-2026-08-07	нань	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-125611669cf82b0d	synodal:candidate:a1501fda18fcb3ee50836332	syntacticus-20230428	spi.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-1277cf61a1acfc99	synodal:candidate:8eea7e2c73e4850cbe96b1e3	english-wiktionary-ocs-kaikki-2026-08-07	ⰸⰾⰰⱅⱁ	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-127fb0b678093026	synodal:candidate:85364e8452dcd7979667b3a0	syntacticus-20230428	vit-const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-1314b280d7ffd3b0	synodal:candidate:3106e74a05c8dbab92502ca3	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-134d30b4456da321	synodal:candidate:a87a3ddf537e67ec97c6da27	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-134e8e494cfcdbd9	synodal:candidate:1f1ec9a47a18a121a5535721	english-wiktionary-ocs-kaikki-2026-08-07	ограда	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-1384323ffedc5eec	synodal:candidate:06a8e1d612baa14b8b1eb3a9	syntacticus-20230428	stefan.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-139cdb8495314dae	synodal:candidate:ed60e0c6e0200e51592c8faf	syntacticus-20230428	sergrad.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-1405db8659d34a9a	synodal:candidate:e3638edb59a2f5867b657f72	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-14a8b0731cb89277	synodal:candidate:e68671a627a4de88f01f3182	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-151390ec051ccdfb	synodal:candidate:601a470ed8ac3d42de592293	english-wiktionary-ocs-kaikki-2026-08-07	домъ	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-153ec60c9fcd29ed	synodal:candidate:1db95a9976079c707507d4cc	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-156a7b1c23c2e2ee	synodal:candidate:5bb93273c410393809fa445a	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-16470ba0c9a05b2d	synodal:candidate:cfd80f622f407760fdf022dc	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-1682e75aa2486761	synodal:candidate:3e61cfd829eecf6607d7ca79	syntacticus-20230428	sergrad.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-16ac380a6e885495	synodal:candidate:dcc604fbe3ecafa1390aa532	syntacticus-20230428	supr.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-16edce1089de5096	synodal:candidate:a77e71e2c1971fd004be5b52	syntacticus-20230428	psal-sin.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-17272e9ea5cfae0d	synodal:candidate:12e282a50a9d1dd186eb6983	syntacticus-20230428	afnik.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-17cfb18453393489	synodal:candidate:16ec9213d177f7f5574f9a1a	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-17d317f015f93966	synodal:candidate:c6ffeba629cf15dd321d4754	english-wiktionary-ocs-kaikki-2026-08-07	волꙗ	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-17e35b2e7cc1b997	synodal:candidate:f6207a4fd98a23a9eea19542	syntacticus-20230428	zadon.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-17f3746377c0fedc	synodal:candidate:34efb46bfd9102671e6eeccc	syntacticus-20230428	supr.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-18155a8f645f33af	synodal:candidate:20940d179165d456d55753d4	syntacticus-20230428	const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-1948904e7b0fc35e	synodal:candidate:24305800f407fe23bfbd2ac3	english-wiktionary-ocs-kaikki-2026-08-07	вельможа	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-1a07b7ced0cb2ae5	synodal:candidate:6ba1b9ab4cd4203660e35b42	syntacticus-20230428	const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-1a0baaf905112926	synodal:candidate:368680b333c7fdcf2a6ec424	syntacticus-20230428	nov-list.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-1a11377f48d699fc	synodal:candidate:c6ffeba629cf15dd321d4754	english-wiktionary-ocs-kaikki-2026-08-07	волꙗ	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-1a9f3da343c42c4d	synodal:candidate:e982f94fd9414ddbce66ba18	syntacticus-20230428	sergrad.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-1aecb05f7d4f27b3	synodal:candidate:14b17720436dc9638fe1004d	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-1b2fff4ff5df0d47	synodal:candidate:1f1ec9a47a18a121a5535721	english-wiktionary-ocs-kaikki-2026-08-07	ограда	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-1bcdcb75e90f2c48	synodal:candidate:f0839864e6c27b9810b00e77	english-wiktionary-ocs-kaikki-2026-08-07	рана	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-1c07216787d43194	synodal:candidate:510543eb1c10b0f7d7ff279a	syntacticus-20230428	const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-1c233b2e8c28428a	synodal:candidate:0bf8dd5dba56973645367c2e	english-wiktionary-ocs-kaikki-2026-08-07	оно	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-1c7ff25b43f16712	synodal:candidate:5bddda8df6dfdd0cd2013c56	english-wiktionary-ocs-kaikki-2026-08-07	щедрота	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-1ccd1032081c3e19	synodal:candidate:5c3a4df367af8d85e3f040c1	english-wiktionary-ocs-kaikki-2026-08-07	мꙑсль	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-1d66369475616fca	synodal:candidate:b0a8c7e497fc8fcc060d4ea2	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-1d880ece3c19fd27	synodal:candidate:406bba93e625c0b7ec05f078	syntacticus-20230428	afnik.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-1dc6163a0293ac50	synodal:candidate:e387b71f42e95b440251109f	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-1dd19936b9ae999d	synodal:candidate:074f45899508dc1d5d17fcc1	english-wiktionary-ocs-kaikki-2026-08-07	овъ	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
