id	lemma	pos	gender	anim	class	stress	stems	overrides	variants	src	note
бещьствовати.v	бещьствовати	v	-	-	V:III:ov	a	-	aor.3.sg=безъчьствова;part.pres.act.short.m.sg.nom=бечьствоуѧ	-	U:	-
бивати.v	бивати	v	-	-	V:III:aje	-	-	-	part.pres.act.long.m.pl.nom=биваѥмии	K:V:III:aje	-
бити.v	бити	v	-	-	V:III:aje	a	-	impf.1.sg=биꙗахъ;impf.1.du=биꙗаховѣ;impf.1.pl=биꙗахомъ;impf.2.sg=биꙗаше;impf.2.du=биꙗашета;impf.2.pl=биꙗашете;impf.3.sg=биꙗаше;impf.3.du=биꙗашете;impf.3.pl=биꙗахѫ;part.pres.act.short.m.sg.nom=биꙗ;part.pres.act.short.n.sg.nom=биꙗ;part.pres.act.long.m.sg.nom=биꙗи	part.pres.act.long.m.pl.nom=биѥмии|биѭштии;pres.2.sg=биеши;pres.2.pl=бьете;pres.3.sg=бьѥтъ;impf.3.sg=биꙗше|биѣаше;impf.3.pl=биꙗхѫ|бияхѫ|биѣхѫ;impv.2.pl=биꙗте;part.pres.act.short.m.sg.nom=бьѧ;part.pres.act.short.m.sg.gen=бьѭшта;part.pres.act.short.m.pl.nom=биѭште;part.pres.act.short.f.sg.nom=биѭшти;part.pres.act.long.m.sg.gen=биѭштааго;part.pres.act.long.m.sg.dat=биѭштюмоу;part.pres.act.long.m.pl.dat=биѭштиимъ;part.pres.pass.short.m.sg.nom=биѥмъ;part.pres.pass.short.m.sg.dat=биѥмоу|бьѥмоу;part.pres.pass.short.m.pl.dat=биѥмомъ;part.pres.pass.short.m.pl.acc=биѥмꙑ;part.past.act.short.m.pl.nom=бивъше;part.past.pass.short.m.sg.nom=биѥнъ|бъень|бьенъ;part.past.pass.short.m.pl.nom=бьени;part.past.act.short.m.sg.nom=бивъ	K:V:III:aje;U:	-
благоволити.v	благоволити	v	-	-	V:IV:i	-	-	aor.3.pl=благоволишѩ	-	U:	-
благовѣстити.v	благовѣстити	v	-	-	V:IV:i	-	-	-	-	U:	-
благовѣстовати.v	благовѣстовати	v	-	-	V:III:ov	a	-	aor.3.sg=благовѣствова	-	U:	-
благовѣстьствовати.v	благовѣстьствовати	v	-	-	V:III:ov	a	-	pres.3.sg=благовѣствоуоутъ;impf.3.sg=благовѣстъствоваше;aor.3.pl=благовѣствовашꙙ;part.pres.act.short.m.sg.dat=благовѣстъствоуѭштю	-	U:	-
благовѣщати.v	благовѣщати	v	-	-	V:III:aje	-	-	-	part.pres.act.long.m.pl.nom=благовѣщаѥмии;pres.1.sg=благовѣштаѭ	K:V:III:aje;U:	-
благодарити.v	благодарити	v	-	-	V:IV:i	a	-	pres.1.sg=благодарѫ;part.past.act.short.m.sg.nom=благодаривъ	-	U:	tie V:III:jer,V:III:aje,V:III:ov,V:I:ьн
благодарьствити.v	благодарьствити	v	-	-	V:IV:i	a	-	impf.3.sg=благодарьствѣаше;aor.3.du=благодарьствиста;part.pres.act.short.m.sg.nom=благодарьствꙙ;part.pres.act.short.f.sg.nom=благодарьствꙙшти;part.pres.act.long.m.pl.acc=благодарьствꙙштꙙ;part.past.act.short.m.sg.nom=благодарьствивъ	-	U:	-
благодарьствовати.v	благодарьствовати	v	-	-	V:III:ov	-	-	-	-	U:	-
благодѣꙗти.v	благодѣꙗти	v	-	-	V:III:ja	a	-	part.pres.act.long.m.pl.dat=благодѣѭштиимъ;part.past.act.long.m.sg.dat=благодѣавъшюмоу	part.past.act.long.m.sg.dat=благодѣавьшюмоу	U:	-
благоизволити.v	благоизволити	v	-	-	V:IV:i	-	-	pres.3.pl=благоизволѩтъ	aor.3.sg=благоꙇзволи	U:	tie V:III:jer,V:III:aje,V:III:ov,V:I:ьн
благословесити.v	благословесити	v	-	-	V:IV:i	a	-	part.past.pass.long.m.sg.gen=благословешенааго;part.past.pass.long.n.pl.gen=благословешениихъ	-	U:	-
благословествити.v	благословествити	v	-	-	V:IV:i	a	-	pres.3.pl=благословествѩтъ;part.pres.act.short.m.pl.nom=благословествꙙште;part.pres.pass.short.m.sg.nom=благословествимъ;part.past.act.short.m.sg.nom=благословествивъ	-	U:	-
благословестити.v	благословестити	v	-	-	V:IV:i	a	-	pres.1.sg=благословештѫ;impv.2.pl=благословествите;part.pres.act.long.m.pl.nom=благословестꙙштии;part.past.pass.long.m.pl.voc=благословештении	-	U:	-
благословесьстовати.v	благословесьстовати	v	-	-	V:III:ov	a	-	pres.1.sg=благословесъстоуѭ	-	U:	-
благословити.v	благословити	v	-	-	V:IV:i	a	-	pres.1.sg=благословьѭ;aor.3.du=благословиста;aor.3.pl=благословишꙙ;part.past.act.short.m.sg.nom=благословивъ;part.past.pass.short.m.sg.nom=благословьѥнъ	part.past.act.short.m.sg.nom=благословивꙑ	U:	-
благословлꙗти.v	благословлꙗти	v	-	-	V:III:ja	a	-	pres.3.pl=благословꙙтъ;impf.3.sg=благословлѣаше;aor.3.du=благословьяста	-	U:	-
благотворити.v	благотворити	v	-	-	V:IV:i	-	-	-	-	U:	-
блажити.v	блажити	v	-	-	V:IV:i	a	-	part.pres.act.short.m.pl.nom=блажꙙште;part.pres.pass.long.m.pl.gen=блажимꙑихъ	-	U:	-
блазнити.v	блазнити	v	-	-	V:res:ити	-	2=бла	-	part.pres.act.short.m.sg.nom=блазнимъ;part.pres.act.short.m.sg.gen=блазнима;part.pres.act.short.m.sg.dat=блазнимоу;part.pres.act.short.m.sg.acc=блазнимъ;part.pres.act.short.m.sg.ins=блазнимомь;part.pres.act.short.m.sg.loc=блазнимѣ;part.pres.act.short.m.du.nom=блазнима;part.pres.act.short.m.du.gen=блазнимоу;part.pres.act.short.m.du.dat=блазнимома;part.pres.act.short.m.du.acc=блазнима;part.pres.act.short.m.du.ins=блазнимома;part.pres.act.short.m.du.loc=блазнимоу;part.pres.act.short.m.pl.nom=блазними;part.pres.act.short.m.pl.gen=блазнимъ;part.pres.act.short.m.pl.dat=блазнимомъ;part.pres.act.short.m.pl.acc=блазнимꙑ;part.pres.act.short.m.pl.ins=блазнимꙑ;part.pres.act.short.m.pl.loc=блазнимѣхъ;part.pres.act.short.f.sg.nom=блазнима;part.pres.act.short.f.sg.gen=блазнимꙑ;part.pres.act.short.f.sg.dat=блазнимѣ;part.pres.act.short.f.sg.acc=блазнимѫ;part.pres.act.short.f.sg.ins=блазнимоѭ;part.pres.act.short.f.sg.loc=блазнимѣ;part.pres.act.short.f.du.nom=блазнимѣ;part.pres.act.short.f.du.gen=блазнимоу;part.pres.act.short.f.du.dat=блазнимама;part.pres.act.short.f.du.acc=блазнимѣ;part.pres.act.short.f.du.ins=блазнимама;part.pres.act.short.f.du.loc=блазнимоу;part.pres.act.short.f.pl.nom=блазнимꙑ;part.pres.act.short.f.pl.gen=блазнимъ;part.pres.act.short.f.pl.dat=блазнимамъ;part.pres.act.short.f.pl.acc=блазнимꙑ;part.pres.act.short.f.pl.ins=блазнимами;part.pres.act.short.f.pl.loc=блазнимахъ;part.pres.act.short.n.sg.nom=блазнимо;part.pres.act.short.n.sg.gen=блазнима;part.pres.act.short.n.sg.dat=блазнимоу;part.pres.act.short.n.sg.acc=блазнимо;part.pres.act.short.n.sg.ins=блазнимомь;part.pres.act.short.n.sg.loc=блазнимѣ;part.pres.act.short.n.du.nom=блазнимѣ;part.pres.act.short.n.du.gen=блазнимоу;part.pres.act.short.n.du.dat=блазнимома;part.pres.act.short.n.du.acc=блазнимѣ;part.pres.act.short.n.du.ins=блазнимома;part.pres.act.short.n.du.loc=блазнимоу;part.pres.act.short.n.pl.nom=блазнима;part.pres.act.short.n.pl.gen=блазнимъ;part.pres.act.short.n.pl.dat=блазнимомъ;part.pres.act.short.n.pl.acc=блазнима;part.pres.act.short.n.pl.ins=блазнимꙑ;part.pres.act.short.n.pl.loc=блазнимѣхъ;part.pres.act.long.m.sg.nom=блазнимꙑи;part.pres.act.long.m.sg.gen=блазнимaѥго;part.pres.act.long.m.sg.dat=блазнимоуѥмоу;part.pres.act.long.m.sg.acc=блазнимꙑи;part.pres.act.long.m.sg.ins=блазнимꙑимь;part.pres.act.long.m.sg.loc=блазнимѣѥмь;part.pres.act.long.m.du.nom=блазнимаꙗ;part.pres.act.long.m.du.gen=блазнимоую;part.pres.act.long.m.du.dat=блазнимꙑима;part.pres.act.long.m.du.acc=блазнимаꙗ;part.pres.act.long.m.du.ins=блазнимꙑима;part.pres.act.long.m.du.loc=блазнимоую;part.pres.act.long.m.pl.nom=блазнѧщии|блазнимии;part.pres.act.long.m.pl.gen=блазнимꙑихъ;part.pres.act.long.m.pl.dat=блазнимꙑимъ;part.pres.act.long.m.pl.acc=блазнимꙑѩ;part.pres.act.long.m.pl.ins=блазнимꙑими;part.pres.act.long.m.pl.loc=блазнимꙑихъ;part.pres.act.long.f.sg.nom=блазнимаꙗ;part.pres.act.long.f.sg.gen=блазнимꙑѩ;part.pres.act.long.f.sg.dat=блазнимѣи;part.pres.act.long.f.sg.acc=блазнимѫѭ;part.pres.act.long.f.sg.ins=блазнимѫѭ;part.pres.act.long.f.sg.loc=блазнимѣи;part.pres.act.long.f.du.nom=блазнимѣи;part.pres.act.long.f.du.gen=блазнимоую;part.pres.act.long.f.du.dat=блазнимꙑима;part.pres.act.long.f.du.acc=блазнимѣи;part.pres.act.long.f.du.ins=блазнимꙑима;part.pres.act.long.f.du.loc=блазнимоую;part.pres.act.long.f.pl.nom=блазнимꙑѩ;part.pres.act.long.f.pl.gen=блазнимꙑихъ;part.pres.act.long.f.pl.dat=блазнимꙑимъ;part.pres.act.long.f.pl.acc=блазнимꙑѩ;part.pres.act.long.f.pl.ins=блазнимꙑими;part.pres.act.long.f.pl.loc=блазнимꙑихъ;part.pres.act.long.n.sg.nom=блазнимоѥ;part.pres.act.long.n.sg.gen=блазнимaѥго;part.pres.act.long.n.sg.dat=блазнимоуѥмоу;part.pres.act.long.n.sg.acc=блазнимоѥ;part.pres.act.long.n.sg.ins=блазнимꙑимь;part.pres.act.long.n.sg.loc=блазнимѣѥмь;part.pres.act.long.n.du.nom=блазнимѣи;part.pres.act.long.n.du.gen=блазнимоую;part.pres.act.long.n.du.dat=блазнимꙑима;part.pres.act.long.n.du.acc=блазнимѣи;part.pres.act.long.n.du.ins=блазнимꙑима;part.pres.act.long.n.du.loc=блазнимоую;part.pres.act.long.n.pl.nom=блазнимаꙗ;part.pres.act.long.n.pl.gen=блазнимꙑихъ;part.pres.act.long.n.pl.dat=блазнимꙑимъ;part.pres.act.long.n.pl.acc=блазнимаꙗ;part.pres.act.long.n.pl.ins=блазнимꙑими;part.pres.act.long.n.pl.loc=блазнимꙑихъ;pres.3.pl=блазнꙙтъ;impf.3.pl=блажнѣхѫ	K:V:res:ити;U:	-
блазнишꙙ.v	блазнишꙙ	v	-	-	V:IV:i	-	-	aor.3.pl=блазнишꙙ;inf=блазнишꙙ	-	U:	-
ближьнии.v	ближьнии	v	-	-	V:IV:i	a	-	part.pres.act.long.m.pl.dat=ближьноуоумоу;inf=ближьнии	-	U:	-
блисцати.v	блисцати	v	-	-	V:III:aje	-	-	-	-	U:	tie V:III:jer
бльвати.v	бльвати	v	-	-	V:res:ꙗти	a	2=блю	impf.1.sg=бльваахъ;impf.1.du=бльвааховѣ;impf.1.pl=бльваахомъ;impf.2.sg=бльвааше;impf.2.du=бльваашета;impf.2.pl=бльваашете;impf.3.sg=бльвааше;impf.3.du=бльваашете;impf.3.pl=бльваахѫ;aor.1.sg=бльвахъ;aor.1.du=бльваховѣ;aor.1.pl=бльвахомъ;aor.2.sg=бльва;aor.2.du=бльваста;aor.2.pl=бльвасте;aor.3.sg=бльва;aor.3.du=бльвасте;aor.3.pl=бльвашѧ;lpart.m.sg=бльвалъ;lpart.m.du=бльвала;lpart.m.pl=бльвали;lpart.f.sg=бльвала;lpart.f.du=бльвалѣ;lpart.f.pl=бльвалꙑ;lpart.n.sg=бльвало;lpart.n.du=бльвалѣ;lpart.n.pl=бльвала	-	K:V:res:ати	-
бльснѫти.v	бльснѫти	v	-	-	V:II	-	-	-	-	U:	-
бльщати.v	бльщати	v	-	-	V:III:aje	a	-	impf.3.pl=блщахѫ;part.pres.act.short.m.sg.acc=бльштꙙштъ	-	U:	-
блюсти.v	блюсти	v	-	-	V:I:д	a	-	aor.1.sg=блюдехъ;aor.1.du=блюдеховѣ;aor.1.pl=блюдехомъ;aor.2.du=блюдеста;aor.2.pl=блюдесте;aor.3.du=блюдесте;aor.3.pl=блюдешѧ;lpart.m.sg=блюдлъ;lpart.m.du=блюдла;lpart.m.pl=блюдли;lpart.f.sg=блюдла;lpart.f.du=блюдлѣ;lpart.f.pl=блюдлꙑ;lpart.n.sg=блюдло;lpart.n.du=блюдлѣ;lpart.n.pl=блюдла	aor.3.pl=блюдошꙙ;part.pres.act.short.m.pl.nom=блюдѫште;part.pres.pass.short.m.sg.nom=блюдомъ;part.pres.pass.short.m.pl.nom=блюдоми;part.pres.pass.short.f.sg.dat=блюдомѣ;part.pres.pass.short.f.pl.nom=блюдомꙑ;part.pres.pass.long.m.pl.nom=блюдомѣ	K:V:I:д;U:	-
блѣдѣти.v	блѣдѣти	v	-	-	V:IV:ě	a	-	pres.3.sg=блѣдѣѥ	-	U:	-
блѧсти.v	блѧсти	v	-	-	V:I:д	a	-	aor.1.sg=блѧдехъ;aor.1.du=блѧдеховѣ;aor.1.pl=блѧдехомъ;aor.2.du=блѧдеста;aor.2.pl=блѧдесте;aor.3.du=блѧдесте;aor.3.pl=блѧдешѧ;lpart.m.sg=блѧдлъ;lpart.m.du=блѧдла;lpart.m.pl=блѧдли;lpart.f.sg=блѧдла;lpart.f.du=блѧдлѣ;lpart.f.pl=блѧдлꙑ;lpart.n.sg=блѧдло;lpart.n.du=блѧдлѣ;lpart.n.pl=блѧдла	pres.1.sg=блꙙдѫ;part.pres.act.short.m.sg.nom=блꙙдꙑ	K:V:I:д;U:	-
